"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Glob_sevanje_min","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3","mesec","letni_cas","dan"
"1207","Koper",14,1.875,0,3,1.3375,0.5,7.6,2.7875,1.2,0,0,1014.5,1013.325,1012.8,90.9,82.3625,54.6,2.5,0.15,-1.4,13.9,13.5,13.2,8.7,60.05,11,"jesen","èetrtek"
"1338","Ljubljana",38,5.875,0,0.9,0.5625,0.2,2,1.7,1.2,0.075,1.7,970.3,969.9625,969.7,94.7,93.6375,92.3,-0.1,-0.1125,-0.2,3.9,3.75,3.6,11.9,63.6,3,"spomlad","sobota"
"1799","Ljubljana",48,12,0,1.1,0.7625,0.3,2.2,1.7375,1.1,0,0.3,980.2,978.35,977,92.3,91.0375,88.7,8.7,7.5875,6.6,14.6,13.675,13.3,16.1,82.7,8,"poletje","torek"
"777","Koper",108,21.125,0,1.9,1.425,0.7,3.6,2.6375,1.4,0,0,1010.7,1010.4625,1010.2,82.4,79.9375,76.3,-1,-1.5,-2.1,12.5,11.2625,10.2,27.8,110.15,3,"spomlad","torek"
"1577","Ljubljana",0,0,0,2.6,1.6625,0.5,5.2,3.45,1.3,0.3875,2.8,972.7,969.4,966,95.1,93.2625,90.4,0.4,0.0875,-0.3,7.6,7.3625,7.2,11.9,50.6,12,"zima","petek"
"599","Koper",217,33.875,0,2.4,1.9375,1.5,3.7,3.35,2.4,0,0,1025.2,1023.775,1023.1,82.7,78.225,70.1,8.8,7.175,6.4,17.2,15.1625,14.3,23.9,117.35,9,"jesen","sobota"
"673","Koper",4.9,0.6125,0,2.7,1.825,1,4.3,3.225,2.2,0,0,1019.2,1018.5125,1018,57.3,53.8125,50.9,-1.1,-2.2875,-3.2,5.7,4.95,4.2,23.4,70.75,12,"jesen","èetrtek"
"780","Koper",345,61,0,3.9,3.1125,2.4,8.9,7.5875,6.4,0,0,1018.9,1016.6,1014.6,37.8,26.6,18.7,-6,-6.4875,-7.1,12.3,11.025,10.1,11.3,101.55,4,"spomlad","petek"
"1839","Ljubljana",60,9.625,0,3.5,1.7,0.7,6.8,3.8375,2,0,1.3,977.9,977.3,976.8,93.1,87.325,80.6,8.6,7.6875,6.7,17.2,16,14.8,17.5,82.45,10,"jesen","torek"
"1067","Koper",161,29.75,0,7.9,4.075,1.5,12,6.8375,3.1,2.05,16,1001.3,999.8625,999.4,89.9,81.25,73.6,7.1,6.2875,5.5,20.2,19.3375,18.2,12.7,102.45,6,"spomlad","sreda"
"2236","Ljubljana",192,43.375,0,2.7,1.4,0.8,9.6,4.0125,2.2,0,0,970.6,969.775,969.2,93.4,87.35,63.2,-0.3,-0.725,-1.1,11.9,7.625,6.7,7.5,78.05,4,"spomlad","sreda"
"1272","Ljubljana",2,0.25,0,0.9,0.675,0.5,2.3,1.625,1.2,0,0,993.1,992.1875,991.6,79.9,76.25,67.3,-2.1,-3.4125,-4.2,1.7,1.225,0.6,28.5,56.95,1,"zima","torek"
"1311","Ljubljana",31,3.875,0,0.9,0.6125,0.4,2.2,1.525,1.1,0,0,987.1,986.45,986,92.5,89.0875,81.4,-7.2,-7.7375,-8.2,1.8,1.05,0.7,43.8,73.5,2,"zima","nedelja"
"1187","Koper",98,14.375,0,2.3,1.975,1.6,4.4,3.2,2.7,0,0,1017.9,1017.4125,1017.1,80.5,76.675,67.8,-1,-1.25,-1.5,12.3,9.9125,8.8,15.3,74,10,"jesen","èetrtek"
"1648","Ljubljana",183,26.5,0,1.1,0.6,0.2,2.3,1.825,1.3,0,0,995.5,994.675,994.2,81.5,75.025,65.5,3.6,1.3625,0.2,3,1.1375,-0.2,59.5,107.25,3,"zima","sreda"
"2308","Ljubljana",481,118.625,0,0.9,0.5125,0.1,2.4,1.55,0.7,0,0,984.1,983.9,983.6,88.4,79.875,66,16.2,14.65,13.5,23.8,20.75,18.8,21.7,121.35,7,"poletje","nedelja"
"1533","Ljubljana",50,6.875,0,0.7,0.5,0.3,1.9,1.5625,1.3,0,0,987.4,987.0125,986.7,99.9,99.7125,99.1,7.4,7.1625,6.9,14.7,13.8,13,18.1,70.9,10,"jesen","petek"
"1432","Ljubljana",465,102.375,0,3.4,1.3875,0.3,7.5,3.6375,1.3,0.1875,1.5,979.6,978.5875,978.2,92.5,86.8375,76.5,13.8,11.675,9.8,20.6,18.1625,16.9,17.3,106.3,7,"poletje","èetrtek"
"783","Koper",351,63.125,0,5.1,3.8125,2.8,12.5,9.225,7.2,0,0,1019.6,1018.675,1018,37,33.6125,30.2,-7.4,-7.9625,-8.7,9.3,8.15,7.3,10,87.5,4,"spomlad","ponedeljek"
"169","Koper",545,122.625,0,1.8,1.3,0.9,3.2,2.3,1.9,0,0,1015,1014.275,1013.8,72.8,66.7625,50.7,13.2,11.1,10.3,24.6,22.3625,21.1,20.7,142,7,"poletje","èetrtek"
"580","Koper",301,53.625,0,2.5,2.0625,1.4,3.9,3.3,2.4,0,0,1016,1015.3,1014.7,80.4,75.1125,63.5,10.4,8.6375,8.1,21.4,17.9375,16.6,31.3,113.55,9,"poletje","ponedeljek"
"566","Koper",289,61.375,0,4.5,3.0625,1.9,11.9,6.8,5,0.175,1.4,1017.3,1016.9125,1016.4,68.4,57.55,49.2,3.9,3.4125,2.8,20.1,18.525,17.7,11.4,105.3,8,"poletje","ponedeljek"
"1437","Ljubljana",468,106.75,0,1.5,0.85,0.5,3.7,2,1,0,0,989,987.9375,987,87,74.2875,56.1,11.7,9.6125,8.7,20.3,18.05,16.4,18,114.15,7,"poletje","torek"
"1879","Ljubljana",3,0.375,0,1.6,1.1875,0.7,3.1,2.55,1.7,0,0,993.1,991.9,991,94.1,92.6375,91.6,9.4,6.4125,5.5,2.8,2.6375,2.5,19.6,21.95,11,"jesen","ponedeljek"
"1612","Ljubljana",11.8,1.475,0,0.4,0.25,0.1,2.4,1.3875,0.6,0.075,0.1,985.4,984.6125,984.1,94.1,91.725,89.7,-0.4,-0.7,-1.1,-0.1,-0.25,-0.3,29.3,52.15,2,"zima","ponedeljek"
"1553","Ljubljana",24,3,0,1.8,0.9875,0.6,3.4,2.1875,1.2,0,0,999.9,999.0625,998.5,93.2,88.95,86,0.2,-1.7875,-3.6,-0.8,-1.95,-3.1,46.2,49.9,12,"jesen","torek"
"1952","Ljubljana",13,1.625,0,1.4,0.8125,0.4,3.1,1.9875,1.3,0,0,982.3,979.1625,977.3,94.2,90.4,87.8,-3.4,-4.0375,-5.6,-6.7,-7.6875,-8.5,45.4,77.4,2,"zima","nedelja"
"459","Koper",169,29.875,0,1.9,1.25,0.6,3.1,2.2625,1.2,0,0,1009.6,1008.65,1008.2,93.3,91,88.2,7.2,4.875,4,14.4,13.375,12.3,19.9,111.85,5,"spomlad","èetrtek"
"1569","Ljubljana",2,0.25,0,0.8,0.625,0.3,2.4,2.0625,1.4,0,0,989.6,988.4625,987.6,93.4,92.1625,89.7,2,-1.7875,-3.8,-3.7,-3.8625,-4.1,114.9,5.75,12,"jesen","èetrtek"
"1286","Ljubljana",1.8,0.225,0,1.7,0.8875,0.3,2.8,1.8375,0.8,1.125,8.3,966.8,964.425,962.3,97.8,95.5625,93,-1.4,-2.6125,-4.2,2.5,1.8625,0.6,23.7,16.35,1,"zima","torek"
"291","Koper",35,4.75,0,2.8,1.9625,1.3,4.3,3.2125,2.7,0.0125,0.1,1004.2,1001.7375,1000.3,85.1,82.725,81,0.7,0.1625,-0.3,10,8.85,8.2,16.1,53.1,11,"jesen","sreda"
"744","Koper",40,5,0,2.4,1.8875,1.3,7.1,5.875,4.9,0,0,1017.5,1016.075,1015.1,42.7,37.1875,34.3,-4,-4.4125,-5,10.4,10.275,10.2,15,73.85,2,"zima","èetrtek"
"64","Koper",18,2.5,0,2.6,1.275,0.5,4.9,2.5125,1.3,0.3625,1.8,1005.7,1005.2,1004.8,97.6,97.1125,96.8,1.8,1.725,1.4,11,10.8125,10.7,26.1,62.9,3,"zima","petek"
"660","Koper",12,1.5,0,1.7,1.2625,0.9,3.2,2.3375,1.8,0.025,0.1,1014.8,1014.25,1013.9,94.1,93.5375,92.9,3,2.6625,2.4,12.6,11.8875,11.2,27.3,57.15,11,"jesen","petek"
"911","Koper",2,0.25,0,2.7,2.2125,1.6,4,3.4,2.8,0,0,1003.8,1002.85,1001.5,91.4,89.975,87.2,-5.4,-5.6375,-6,3.3,2.225,1.7,20.8,64.95,1,"zima","èetrtek"
"923","Koper",5,0.625,0,2.3,1.9625,1.5,3.7,3.1375,2.6,0,0,1018.3,1017.45,1016.9,71.2,66.5875,63.2,-10.1,-12.1625,-13.7,-2.4,-2.625,-3.1,20.5,68.15,1,"zima","torek"
"2329","Ljubljana",425,95.125,0,1.8,1,0.3,4.2,2.325,1.4,0,0,980.8,980.175,979.8,78.6,74.3875,67.5,16.8,14.875,13.7,23.2,21.45,20.3,16.8,156.1,7,"poletje","nedelja"
"836","Koper",485,107.125,0,2.1,1.45,0.7,3.5,2.5375,1.5,0,0,1021,1020.475,1020.1,78.8,72.9875,60.7,15.1,12.275,10.9,23,19.45,17.6,29.4,160.25,6,"spomlad","sreda"
"522","Koper",257,64.875,0,3.9,2.2125,1.1,8.2,4.5375,2,0.45,3.6,1011.8,1010.1,1008.9,87.9,83.1625,75.7,12.1,11.4875,10.7,23.9,22.6125,22,13.1,104.65,7,"poletje","torek"
"816","Koper",413,73,0,2.7,1.9125,1.4,4.7,3.5375,2.5,0.075,0.6,1014.6,1014.175,1013.6,78,65.375,50.9,8.5,7.7375,7,21.8,17.6375,16.3,18.9,133.85,5,"spomlad","sobota"
"1985","Ljubljana",194,27.625,0,1.1,0.5875,0.2,2.4,1.5375,1.1,0,0,986,985.45,985.1,73.8,66.8375,59.1,-5,-5.8375,-6.5,2.6,0.8625,-0.6,27.4,79.8,3,"zima","petek"
"1116","Koper",445,89.75,0,2.3,1.825,1.1,3.6,3.0125,1.7,0,0,1016.4,1016.2625,1016.1,75.4,67.8875,56.5,14.6,12.4625,11.9,24.1,20.7,18.7,14.2,153.55,8,"poletje","sreda"
"1070","Koper",527,115.75,0,2.8,1.9,1,4.7,3.4125,1.9,0,0,1017.2,1016.6875,1016.2,68.2,60.05,47.2,9.3,7.6625,6.4,24.4,20.825,18.9,12.6,98.65,6,"spomlad","sobota"
"1866","Ljubljana",18,2.25,0,1.1,0.6625,0.2,2.9,1.9,1,0,2.4,982.5,982.25,981.7,99.8,99.325,98.9,5.8,5.55,5.4,11.3,10.6875,10.3,33.7,20.9,11,"jesen","torek"
"2006","Ljubljana",349,63.375,0,2,1.0625,0.3,3.7,2.825,1.6,0,0,984.6,982.7375,981,78.5,66.625,58.3,-6,-6.4875,-7.1,5.2,2.9125,0.7,8.3,93.95,4,"spomlad","petek"
"1155","Koper",122,20.875,0,2.3,1.225,0.6,5.5,3.275,1.6,0,0,1015.4,1014.4625,1014.1,60.8,56.25,48.6,13.5,12.8625,12.4,26.2,24.5125,22.8,31.4,126.8,9,"poletje","nedelja"
"502","Koper",472,109,0,2.1,1.5875,0.9,6.5,4.2375,2.3,0,0,1014.5,1013.875,1013.4,60,51.2875,36.1,8.7,6.85,6.4,23.6,19.6125,17.4,22.9,112.35,6,"spomlad","sreda"
"901","Koper",382,77,0,2.2,1.75,1.4,3.3,2.9125,2.5,0,0,1015.8,1015.475,1015.1,59.9,54.3375,41.3,18.3,14.8125,13.8,31.7,26.925,25.5,39.1,170.7,8,"poletje","sobota"
"941","Koper",24,3,0,7.8,7.1,5.8,16.7,13.2875,9,1.225,7.4,993.7,991.175,989.7,86,82.5375,77.2,-1,-2.05,-4.4,12.2,11.55,10.1,13.5,80.35,2,"zima","sreda"
"968","Koper",19,2.5,0,2.5,1.4,0.8,4,2.575,1.7,0.1125,1.2,1007.9,1006.425,1005.6,83.3,82.025,79.9,-5.4,-5.575,-5.8,7.8,7.3375,6.7,12.3,73.45,3,"zima","torek"
"1920","Ljubljana",2,0.25,0,3.5,1.6375,0.7,6.6,4.0125,2.2,0,0,993.6,992.425,991,66,48.65,37.7,-7.4,-7.9625,-8.7,3.1,1.6875,0.9,19.3,67.45,1,"zima","ponedeljek"
"1019","Koper",233,56.625,0,3.5,2.2875,1,6.9,4.9875,2.2,0.025,0.2,1013.9,1013.5125,1013.1,68.6,63.05,56.8,-5.9,-6.7125,-7.2,11.5,8.8375,8,9,103.1,4,"spomlad","èetrtek"
"735","Koper",45,5.625,0,2,1.725,1.6,3.9,3.3125,2.8,0,0,1026.4,1024.8,1023.9,61.3,60.2625,58,-4.9,-6.2875,-6.6,5.2,4.5125,4,39.6,102,2,"zima","torek"
"318","Koper",8,1,0,2.5,1.9625,1.4,4,3.225,2.4,0,0,1026.6,1025.3,1024.3,78.5,67.75,58.9,4.8,4.1625,3.4,2.8,2.225,1.8,32.8,68.95,12,"jesen","sreda"
"210","Koper",412,82.125,0,4.1,2.6375,1.1,10.2,7,4,0,0,1020,1018.9125,1018.3,48.7,43.0125,32.9,9.4,7.0875,6.2,24.1,21.75,20.8,12.6,103.7,8,"poletje","èetrtek"
"2314","Ljubljana",147,41.125,0,1.3,0.8625,0.5,2.7,2.025,1.2,0,0,983.9,983.25,982.9,65.6,59.9375,52.5,5.3,5.025,4.8,16.8,14.7875,13.7,11.8,61.8,7,"poletje","sobota"
"1255","Koper",3,0.375,0,2.5,2,1.3,3.8,2.9875,1.9,0,0,1027.6,1027.1875,1026.9,61.8,56.4625,51.5,3.4,2.25,-0.8,4.2,3.75,3.3,21,75,12,"zima","sreda"
"1045","Koper",162,33.125,0,2.5,1.525,0.8,4,2.8625,1.5,0,0,1007.9,1006.9625,1006.3,78,72.9875,67.5,3.1,1.6,0.3,15.4,14.5,13.5,10.5,107.05,5,"spomlad","torek"
"118","Koper",445.8,78.4,0,1.6,1.1125,0.7,3,2.3,1.7,0,0,1014.7,1014.1125,1013.5,92,86.3,66.5,9.6,6.4625,5.5,19.5,16.7375,15.5,17.2,97.2,5,"spomlad","sreda"
"2028","Ljubljana",341,84.125,0,1.1,0.4375,0.1,2.5,1.5875,1,0,0,982.6,982.3875,982.2,95.4,90.7125,80.8,5.6,3.525,2.5,10.1,7.825,6.4,16.7,123.55,4,"spomlad","sobota"
"1343","Ljubljana",203,38,0,0.8,0.4625,0.2,1.9,1.475,1,0,0,979.6,979.475,979.2,90.6,86.425,80.9,-0.6,-0.95,-1.3,7,5.4125,4.2,26.6,114.2,4,"spomlad","èetrtek"
"2214","Ljubljana",232,40.25,0,1.8,0.6875,0.2,3.9,1.825,0.9,0,0,977.7,977.1625,976.6,86.2,80.9625,71.7,5.1,4.7625,4.2,12.8,10.3625,9,34.3,87.75,4,"spomlad","torek"
"2394","Ljubljana",98,13.625,0,0.2,0.025,0,1,0.375,0,0,0,980.6,980.4,980.2,91.9,89.625,86.4,1.9,1.3625,1,6.3,5.225,4.5,23.1,34.95,10,"jesen","petek"
"574","Koper",35,6.25,0,3.3,2.7125,2.2,8.3,7.1875,5.6,0.0625,1.3,1010.6,1009.525,1009.2,57.7,46.725,42.8,9.3,8.0875,6.2,21,20.5,19.1,8.5,66.05,9,"poletje","torek"
"1252","Koper",7,0.875,0,2.7,2.1,1.2,4.4,3.5,2.9,0,0,1036.5,1035.8,1035.1,86.6,85.025,81.1,1.8,0.6,-1.2,0.7,0.1625,-0.3,35.6,28.45,12,"jesen","nedelja"
"1754","Ljubljana",302,61.5,0,1.1,0.6125,0.3,2.7,1.7875,1.4,0,0,973.9,973.575,973.4,95.4,92.2125,83.5,7.4,6.0875,5.5,14.8,13.2125,12.6,12.4,75.05,7,"poletje","petek"
"1284","Ljubljana",2,0.25,0,1.8,0.6625,0.1,3.4,1.7,0.6,0.3375,2.7,965.5,964.525,963.9,96.3,94.2375,92,-0.3,-2.2125,-4.1,1.8,1.1875,0.9,37.2,37.1,1,"zima","nedelja"
"683","Koper",1,0.125,0,2.6,1.6625,0.9,3.9,2.6,1.5,0,0,1028.3,1027.6875,1027.2,83.4,80.125,77.8,9.1,8.275,6.5,8.9,8.5125,8.2,48,48.35,12,"zima","sreda"
"2433","Ljubljana",32,4,0,1.1,0.625,0.3,2,1.2625,0.7,0,0,998.3,997.6375,997.2,88.9,85.9,82.3,-9.2,-9.75,-10.4,-1.3,-2.1,-2.9,34.2,65.15,11,"jesen","torek"
"249","Koper",140,22.875,0,1.9,1.3875,1.1,2.9,2.35,1.9,0,0,1014.8,1013.975,1013.5,81.8,76.9625,72,12.1,10.7125,9.3,19.9,17.6,16.5,16.4,133.9,9,"jesen","sreda"
"2250","Ljubljana",25,7.625,0,2.4,1.0625,0.4,4.1,2.225,1.3,1.3875,11.5,970.6,968.4,966.8,95.6,94.925,94.1,5.6,5.3875,5.3,13.3,12.975,12.8,9.1,74.35,5,"spomlad","èetrtek"
"1287","Ljubljana",2,0.25,0,1.4,0.725,0.3,3,1.7125,1,0,0,973,972.025,971.5,95.3,94.15,90.5,-5.2,-5.9625,-6.5,1.4,1.1875,1,25.9,40.95,1,"zima","sreda"
"147","Koper",488,108.25,0,2,1.7125,0.9,3.4,2.8875,1.9,0,0.9,1012.9,1012.1375,1011.8,75.1,67.025,52.5,9.3,8.55,8.1,23.6,18.2625,16.1,17.3,135.5,6,"spomlad","nedelja"
"1822","Ljubljana",153,25.25,0,1,0.4125,0,2.2,1.3875,0.6,0,0,984.1,983.5875,983.3,96.4,94.0375,91,7.3,6,5.2,14.4,13.2,12.7,31.8,81.6,9,"poletje","èetrtek"
"460","Koper",232,51.875,0,2.1,1.5375,0.9,3.5,2.7625,2.1,0,0,1009.1,1008.4875,1008,83.7,79.35,73.5,7,3.875,2.7,16.8,14.3375,13.2,17.3,110.25,5,"spomlad","petek"
"2319","Ljubljana",448,105.5,0,0.9,0.5875,0.3,2.3,1.6625,1.3,0,0,982.6,982.4125,982.2,91.4,83.5125,71.3,16.5,13.7,12.3,22.2,19.7,18.1,18.3,144.1,7,"poletje","èetrtek"
"601","Koper",210,34.125,0,1.8,1.425,1.1,3.1,2.6,2.2,0,0,1028.5,1027.65,1027.1,91.6,88.775,81.6,11.4,10.7125,9.3,17.5,15.025,14.1,20.4,106.45,9,"jesen","ponedeljek"
"650","Koper",9,1.125,0,6.7,4.6625,2.9,11.3,8.7625,7,0.7375,4.9,1006.2,1003.5,1001.9,84.8,77.8625,74.4,0,0,0,13.2,12.8375,12.5,13.2,81.6,11,"jesen","torek"
"1445","Ljubljana",384,75.75,0,1.2,0.7375,0.4,2.2,1.7875,1.3,0,0,981,980.65,980.3,90.3,86.4875,75.9,15.7,14.6375,14.1,21,18.375,17,21.8,118.7,7,"poletje","sreda"
"1994","Ljubljana",40,6.5,0,1.7,0.9,0.1,3.5,2.0375,0.5,0.3875,3.1,981.8,980.6375,980,93.6,77.9875,60.1,-1.6,-2.675,-4.1,7.5,6.0875,5.1,29.6,106.75,3,"spomlad","nedelja"
"869","Koper",442,97.125,0,2.6,1.5125,0.5,3.9,2.5875,1.1,0,0,1018.1,1017.5375,1016.7,79.9,71.9,59.7,20.9,18.15,16.5,27.9,25.5875,24.2,27.3,142.25,7,"poletje","ponedeljek"
"1239","Koper",8,1,0,1.4,1.125,0.7,2.4,2.05,1.4,0,0,1028.1,1027.7375,1027.4,76.4,71.3625,66.1,-1.5,-2.2375,-2.8,8,7.4,7,27.9,62.25,12,"jesen","ponedeljek"
"293","Koper",19.4,2.6,0,1.1,0.8125,0.5,1.8,1.525,1.2,0,0,1017.5,1016.95,1016.4,88.9,84.45,79.8,4.9,4.7625,4.6,15.7,15.3375,15.1,30,49.55,11,"jesen","petek"
"403","Koper",58,7.375,0,1.4,0.8875,0.6,2.4,1.9375,1.3,0.2875,1.3,1021.1,1020.7875,1020.5,91.5,89.4375,87.2,-1.3,-1.75,-2.5,10.8,10.475,10.2,13.7,94.1,2,"zima","èetrtek"
"452","Koper",76,18.625,0,1.8,1.375,0.9,3.5,2.625,2,0,0,1014.1,1013.8375,1013.5,77.6,73.7625,66.9,5.6,5.25,5,17.1,16.4125,15.7,17.3,93.75,4,"spomlad","èetrtek"
"870","Koper",446,97.75,0,2.3,1.575,0.9,3.4,2.5625,1.5,0,0,1016.9,1016.55,1016.2,76.3,71.6375,64.9,19.2,17.1375,16.6,28.6,25.6125,24.2,32.9,152.7,7,"poletje","torek"
"2066","Ljubljana",500,126.125,0,0.7,0.3125,0,2.4,1.125,0,0,0,989.4,989.175,988.9,87.3,77.625,61.3,13.9,11.525,10.5,22.9,19.45,17.5,20.9,132.65,6,"spomlad","petek"
"42","Koper",16,2,0,4.8,3.6375,2.9,12.3,9.8,8,0,0,1017.5,1015.85,1014.9,53.9,51.8375,50.1,-5.3,-5.4125,-5.6,7.1,6.825,6.6,26.8,83.65,2,"zima","èetrtek"
"1079","Koper",520,113.125,0,3.9,2.2375,1.2,6.9,4.0625,2.6,0,0,1012,1011.4875,1011.2,71.2,61.225,48.8,12.7,11.6875,11.3,28.3,25.9625,23.5,11.6,123.7,6,"poletje","ponedeljek"
"632","Koper",80,10.375,0,2.4,2.0125,1.6,4.1,3.65,2.8,0,0,1026.1,1025.675,1025.4,71.5,66.225,58.8,4.1,2.65,1.6,11.4,9.9125,8.8,23.2,78.85,10,"jesen","petek"
"2054","Ljubljana",150,31.75,0,0.3,0.0375,0,1.8,0.5,0,0,0,981.1,980.35,979.9,99.8,96.1875,89.8,4.8,3.3625,2.9,11.4,10.1125,9.5,9.5,83.1,5,"spomlad","nedelja"
"2220","Ljubljana",309,48.375,0,1.3,0.8,0.5,2.7,1.9125,1.1,0,0,978.7,978.0625,977.5,78.4,75.025,68.4,1.8,1.4125,1.1,11.4,10.5375,9.7,14.5,85.85,4,"spomlad","ponedeljek"
"290","Koper",18.1,2.275,0,4.4,2.0875,0.8,7.4,3.5,1.6,4.125,29.8,996.2,995.0375,994.1,92.9,91.85,90.6,2.9,2.4875,2,14.7,14.0625,13.7,3.3,73.95,11,"jesen","torek"
"1185","Koper",124,18.125,0,2.7,1.55,0.6,7.3,4.2375,1.5,0,0,1016.1,1014.6,1013.5,68.6,63.2,52.9,-2,-2.45,-2.9,11.7,10.05,9.4,11.5,64.05,10,"jesen","torek"
"1340","Ljubljana",40,6.125,0,2.4,2.0125,1.5,4.6,4.125,3.5,0.125,0.4,973.2,971.9125,971.1,89.3,87.3125,84.5,-6.1,-6.625,-7.2,3.1,2.4125,2,22.4,91.7,4,"spomlad","ponedeljek"
"1591","Ljubljana",6,0.75,0,1.7,0.6,0,3.5,2.175,0.5,0,0,985.9,985.4875,985.2,97.7,93.1375,90.9,-0.1,-0.3875,-0.8,7.5,6.975,6.1,24.7,53.25,1,"zima","sobota"
"1897","Ljubljana",10,1.25,0,1.2,0.5875,0.2,2.3,1.45,0.7,0,0,985.8,985.3625,984.7,94.8,93.9375,92.8,-1.2,-1.9375,-2.4,-1.8,-2.8375,-3.8,90.1,9.5,12,"jesen","petek"
"1376","Ljubljana",499,121.75,0,1.3,0.775,0.2,2.9,2.1,0.9,0,0,981.6,981.225,981,87.4,79.8,66,6.7,3.7875,2.4,13.2,9.7125,7.7,15.6,119,5,"spomlad","torek"
"1582","Ljubljana",1,0.125,0,1.8,0.5,0.1,2.6,1.6125,1,0,0,984.9,984.3375,984.1,93,91.325,89.4,-1.5,-2.3625,-3.5,4.3,4.15,4.1,36.2,27.8,1,"zima","sreda"
"1447","Ljubljana",417,95.25,0,1.2,0.7375,0.3,2.4,1.7375,0.9,0,0,983.2,982.95,982.7,87.4,80.1625,69.2,17.5,15.6375,15.2,24,21.2625,19.7,20.3,165.85,7,"poletje","petek"
"622","Koper",28,4,0,2.2,1.8,1.5,3.4,2.8875,2.5,0,0,1023.7,1022.825,1022.4,90.1,87.8875,84.4,14.3,12.1125,10.7,18.6,17.7125,16.8,23.1,79.65,10,"jesen","ponedeljek"
"2232","Ljubljana",343,65.375,0,2.2,0.9125,0.3,4.7,2.4125,1.1,0,0,977,975.35,973.7,80.8,73.4875,63.4,2.5,1.8375,1,11.3,9.2125,7.6,13.3,98.85,4,"spomlad","sobota"
"1280","Ljubljana",1.7,0.2125,0,1.1,0.7375,0.2,2.5,1.7375,0.9,0,1.2,969.6,968.3375,967.3,93.7,92.525,90.5,-5.5,-5.775,-6.4,0.1,-0.05,-0.1,25.4,32.7,1,"zima","sreda"
"2234","Ljubljana",260,58.75,0,1.6,0.8625,0.3,3.1,1.9125,1.1,0,0,973.1,972.625,972,91.1,84.2625,73.5,-4.3,-5.8,-6.3,5.1,3.8375,3,10.1,83.2,4,"spomlad","ponedeljek"
"1180","Koper",216,32.25,0,2.7,2.15,1.5,4.1,3.575,2.9,0,0,1018.9,1017.4625,1016.4,68.1,64.4125,54.2,0.2,-1.6875,-2.5,9.8,7.425,6.2,10.5,83.4,10,"jesen","èetrtek"
"445","Koper",251,65.5,0,7.3,3.175,1.4,11.3,6.1125,3.1,0,0,1021.3,1020.375,1019.6,48,39.7,31,-3.9,-4.925,-5.6,12,9.9375,8.1,11.3,102.35,4,"spomlad","èetrtek"
"474","Koper",179,42.375,0,2.4,1.7375,0.9,4.3,3.3125,2.4,0.2375,1.9,1015.8,1014.975,1014.4,79.7,59.5625,49.5,1.7,1.3875,1.1,14.9,14.2,13.4,12.4,95.4,5,"spomlad","sobota"
"226","Koper",110,19.875,0,2.7,2,1.3,7.3,4.775,2.9,0.0125,0.1,1021.2,1020.4,1019.6,66,53.4625,46.5,7.4,6.8625,6.2,22.9,21.3375,19.9,12.1,101.65,9,"poletje","ponedeljek"
"2361","Ljubljana",163,30.25,0,0.3,0.2125,0.1,1.4,0.95,0.5,0,0,984.1,983.6375,983.3,92,89.3,84.9,13.1,12.7875,12.6,18.9,17.8375,17.2,20.8,159.55,9,"poletje","nedelja"
"1213","Koper",85,10.625,0,3.3,2.5125,1.7,7.4,5.6625,4.5,0,0.4,1008.4,1007.6125,1007.3,56.9,53.3875,46.3,-6.8,-7.3875,-8.2,8.2,7.95,7.6,13.9,68.5,11,"jesen","sreda"
"217","Koper",358,68.625,0,2.8,1.975,1.2,6.7,4.6375,2,0,0,1018,1017.35,1017,59.2,48.05,37.3,10.4,9.25,8.5,24.7,22.3625,19.8,19.5,124.15,8,"poletje","èetrtek"
"2080","Ljubljana",225,71,0,1.3,0.3875,0,2.7,1.5125,0.6,0,0,978.2,977.55,977.2,85.8,79.7125,75.3,10.2,8.8625,8.1,16.6,15.025,13.9,18.5,73.2,6,"spomlad","petek"
"2010","Ljubljana",358,55.5,0,4.4,1.7375,0.3,9.8,4.1625,1.2,0,0,992.5,990.775,989.6,66.2,54.3625,36.2,-7.5,-8.4625,-8.8,6.3,3.5,2.3,11.9,95.05,4,"spomlad","torek"
"787","Koper",327,59.125,0,2.2,1.4875,0.4,3.8,2.7125,1.7,0,0,1028.4,1027.85,1027.5,82.1,76.975,68.4,5.9,4.775,3.6,11.9,8.3375,7.2,25.6,137.3,4,"spomlad","petek"
"1450","Ljubljana",433.7,99.225,0,1.9,1,0.3,5.6,2.7375,1,0,0,980.8,980.5125,980.2,72.1,64.575,50.6,17.6,17.1125,16.5,29.1,24.0875,21.7,22,132.85,7,"poletje","ponedeljek"
"1928","Ljubljana",9,1.125,0,1,0.7625,0.6,2.2,1.8,1.4,0,0,991.6,991.45,991.3,97.6,93.0125,90.6,2.9,-0.6375,-3.1,-1.1,-1.375,-1.7,29.8,73.05,1,"zima","torek"
