"Postaja","Glob_sevanje_max","Glob_sevanje_mean","Glob_sevanje_min","Hitrost_vetra_max","Hitrost_vetra_mean","Hitrost_vetra_min","Sunki_vetra_max","Sunki_vetra_mean","Sunki_vetra_min","Padavine_mean","Padavine_sum","Pritisk_max","Pritisk_mean","Pritisk_min","Vlaga_max","Vlaga_mean","Vlaga_min","Temperatura_Krvavec_max","Temperatura_Krvavec_mean","Temperatura_Krvavec_min","Temperatura_lokacija_max","Temperatura_lokacija_mean","Temperatura_lokacija_min","PM10","O3","mesec","letni_cas","dan"
"1736","Ljubljana",509,131,0,0.9,0.325,0.1,2.6,1.4625,0.9,0,0,986.8,986.65,986.5,89.5,80.65,67.9,15.9,13.5375,12.6,23.5,19.6125,17.5,24.8,115.9,6,"spomlad","ponedeljek"
"860","Koper",396,100.75,0,2.5,1.7625,0.7,4.2,3.025,1.2,0,0,1018.3,1018.1125,1018,68.1,60.925,52.6,11.4,9.65,8.8,24.6,20.25,18,18,163,6,"poletje","sobota"
"2328","Ljubljana",440,100.875,0,0.8,0.5375,0.2,1.7,1.3,0.7,0,0,982,981.8,981.6,90.8,84.1875,73.3,14.8,14.325,14.1,21.9,19.55,18.1,15.4,143,7,"poletje","sobota"
"1855","Ljubljana",35,4.75,0,0.6,0.4625,0.3,1.7,1.2,0.8,0,0,993.3,992.7125,992.5,98.4,96.9125,94.7,4.1,2.65,1.6,3,2.225,1.8,52.4,51.6,10,"jesen","petek"
"1153","Koper",377,65,0,3.6,2,1.3,7.8,5.2625,2.9,0,0,1013.8,1013.225,1012.8,58.6,50.3125,40.9,13.7,12.475,11.8,27.4,25.275,24,25.6,109.7,9,"poletje","petek"
"2009","Ljubljana",356,66.125,0,3.6,2.1875,0.9,8.8,5.075,2.2,0,0,984.6,984.0125,983.6,57.3,49.8375,46,-7.4,-7.9625,-8.7,4.5,3.025,1.2,8,92.25,4,"spomlad","ponedeljek"
"2223","Ljubljana",12.8,2.8,0,3,1.8375,0.8,9,4.6,2.3,2.575,20.6,973.1,971.325,970.6,92.6,85.825,72.4,4,2.5,0.2,13.2,11.475,9.4,15.6,75.2,4,"spomlad","èetrtek"
"967","Koper",102,13.375,0,1.5,1.2125,0.9,4,2.1625,1.5,0,0,1001.8,1001.1375,1000.7,86.7,82.7375,80.3,-3.3,-4.15,-5.2,8.4,7.525,6.7,12.4,74.7,3,"zima","ponedeljek"
"557","Koper",391,65.125,0,3,2.25,1.6,5.9,4.9,3.9,0.05,0.4,1011.9,1011.5875,1011.3,69.5,64.525,60.1,7.1,6.475,6.2,21.9,20.525,19.9,11.1,84.75,8,"poletje","petek"
"115","Koper",326,77.875,0,3,1.7875,0.6,7.3,3.6375,1.6,0,0.4,1016.7,1015.8,1015.5,84.8,75.65,49.5,7.1,6.5125,6.1,22.3,17.925,16,19,95.1,5,"spomlad","nedelja"
"124","Koper",476,104.375,0,2.8,1.8875,0.8,4.1,2.9875,1.6,0,0,1016.1,1015.55,1015.3,79.5,72.475,59.5,6.7,3.7875,2.4,18,13.325,11.5,9.1,124.25,5,"spomlad","torek"
"1890","Ljubljana",1,0.125,0,0.9,0.7,0.3,1.8,1.5125,1.1,0,0,984,983.625,983.3,94.8,93.8,92.6,1.4,1,0.7,4.2,4.1625,4.1,25,7.1,12,"jesen","petek"
"2197","Ljubljana",229,36.25,0,0.9,0.575,0.3,2,1.3875,1.1,0,0,982.2,981.15,980.7,85.6,80.1875,71,2.8,1.175,0.1,4.7,2.55,1.1,40,100.3,3,"zima","sobota"
"252","Koper",92.8,14.55,0,2,1.45,1,3,2.5625,2,0,0,1013.4,1012.7625,1012.4,77.4,73.6125,68.9,8.5,8.35,8.2,21.4,20.6,20,21.2,105.55,9,"jesen","sobota"
"74","Koper",8.7,1.675,0,5.7,3.2875,1.8,12.6,7.2625,3.2,0.7625,5.2,1009.7,1004.5125,1000.1,88.2,80.575,74.7,-3.4,-4.2125,-5.2,10,8.55,6.8,8.4,103.15,3,"zima","ponedeljek"
"1277","Ljubljana",1,0.125,0,1.3,0.7875,0.3,2.6,1.7875,1.4,0,0.9,981.1,980.45,980,77.1,72.75,69.6,-5.3,-5.75,-6.3,0.7,0.5375,0.4,31.6,37,1,"zima","nedelja"
"1992","Ljubljana",195,30.25,0,1.1,0.675,0.2,2.7,1.625,0.7,0,0,990,989.5375,989,81.1,75.2625,68.2,-1.1,-2.5625,-3.8,4,2.2625,1.1,47.6,110.3,3,"zima","petek"
"176","Koper",254,59.5,0,4.4,1.9625,1.3,5.7,3.2,2.2,0,0,1011.2,1010.4875,1009.9,60.8,56.7,44.4,13.8,11.675,9.8,26,23.725,22.5,24.4,155.7,7,"poletje","èetrtek"
"1947","Ljubljana",7,0.875,0,1.6,0.9,0.5,3.3,2.1125,1.6,0,0,969.5,968.8625,968.3,99.3,98.925,97.8,-8.3,-9.075,-9.4,-2.5,-2.6875,-2.9,46.4,11.55,2,"zima","torek"
"1423","Ljubljana",470,115.625,0,1.1,0.675,0.4,2.2,1.6375,1.2,0,0,984.9,984.5,984.2,90.2,83.3125,70.2,11.7,8.6875,7.4,19,15.5625,14,17.1,121.5,7,"poletje","torek"
"1642","Ljubljana",61,7.875,0,3.1,1.275,0.5,5.9,2.825,1.6,0,0,984,982.05,981,63.4,56.6875,50.2,-2,-2.3,-2.6,9.3,7.8375,6.6,27.7,63.5,3,"zima","èetrtek"
"2231","Ljubljana",288,63.2,0,1.1,0.6875,0.4,2.8,1.85,1.3,0,0,983.5,982.2375,981.5,84.9,78.3625,67.5,7.6,5.1625,3.8,11.1,9.0625,7.3,23.6,110.25,4,"spomlad","petek"
"16","Koper",9,1.125,0,2.7,2.2125,1.9,3.7,3.35,3,0,1.2,1001.4,1001.0875,1000.9,74.2,71.4625,68.1,-7.2,-7.9125,-9.3,2.1,1.0375,0.5,26.2,69,1,"zima","sobota"
"305","Koper",17,2.125,0,2.3,1.95,1.6,3.7,3.1375,2.5,0.025,0.6,1003.1,1001.775,1000.4,76,73.675,71.4,-1,-1.2875,-1.7,10.5,10.1125,9.7,16,68.8,11,"jesen","èetrtek"
"653","Koper",29,3.625,0,2.2,1.7875,1.5,3.4,2.975,2.2,0,0,1024,1023.525,1023.3,90,87.85,83.7,-0.6,-0.9875,-1.5,8.5,7.725,7.4,24.8,45.55,11,"jesen","petek"
"365","Koper",0,0,0,2.3,1.7625,0.9,4.6,3.2625,2,0.475,2.2,1000.8,1000.4125,1000.1,92.2,86.025,79.9,0.5,0.0625,-0.1,12.4,12.1875,11.7,18.3,74.65,1,"zima","ponedeljek"
"191","Koper",246,58.375,0,2.7,1.775,0.7,3.6,2.875,1.5,0,0,1013.5,1013.25,1012.9,59.9,53.6875,46.9,18.6,16.575,15.3,28.4,24.8375,23.5,24.6,170.2,7,"poletje","sobota"
"830","Koper",545,120,0,1.9,1.2375,0.9,4.1,2.5875,1.9,0,0,1019.9,1019.0125,1018.5,59,48.325,37.7,2.5,0.8125,-0.5,16.5,14.425,11.9,15.1,112.55,5,"spomlad","èetrtek"
"514","Koper",110.9,31.825,0,3.5,2.5875,2,8.4,5.3875,3.8,0.775,5,1008.7,1006.575,1004.2,92.7,80.7875,60.4,8.6,6.275,4.6,19.6,18.8625,18.3,6.9,97.95,6,"poletje","ponedeljek"
"790","Koper",353,66,0,2.7,1.475,0.5,3.8,2.8125,1.3,0,0,1028.3,1027.675,1027.1,72.6,70.125,66.6,6.5,4.975,4.5,14.7,11.4,10.1,24.2,136.1,4,"spomlad","ponedeljek"
"1781","Ljubljana",433,93.5,0,0.8,0.5125,0.3,2.1,1.5125,0.9,0,0,980.5,980.225,980,95.2,90.3625,80.3,12.4,10.0875,9.5,19,16.7,15.3,18.8,100.2,8,"poletje","èetrtek"
"2318","Ljubljana",487,113.875,0,0.8,0.5375,0.1,1.9,1.35,0.7,0,0,985.1,984.7,984.3,88.9,82.5625,67.3,14.6,12.9875,12.2,22.9,19.6875,17.9,18,127.8,7,"poletje","sreda"
"1120","Koper",426,86.375,0,3.7,2.7125,1.9,8.5,7.1375,6,0,0,1023.1,1022.425,1022,43.1,37.6,31.9,11.1,10.0125,8.9,26.1,24.25,23.5,11.4,92.3,8,"poletje","nedelja"
"247","Koper",250,40.5,0,2.2,1.9625,1.3,3.5,3.175,2.4,0,0,1023.7,1022.725,1022.3,80.5,78.0125,66,9.2,7.4875,6.6,18.8,15.4875,14.7,16,106.25,9,"jesen","ponedeljek"
"67","Koper",202.9,27.475,0,2.1,1.225,0.8,2.9,2.1125,1.7,0,0,999.6,998.7625,998.2,93.7,92.225,85.5,-0.4,-1.625,-1.9,10.1,8.3,7,22.1,88,3,"zima","ponedeljek"
"2085","Ljubljana",376,76.375,0,1.6,0.8375,0.1,4.4,3,2.2,0.25,1.3,985.5,984.5,983.4,100,96.9375,84.9,4.7,3.1625,2.6,13.4,11.6625,11.1,7.6,84.35,6,"poletje","sreda"
"2403","Ljubljana",30,4.625,0,1.1,0.5625,0.1,2.2,1.55,0.9,0,0,987.3,985.425,984.1,93.9,93.0625,92.4,9.8,7.475,6.5,12.9,12.3375,11.9,28.9,58.15,10,"jesen","nedelja"
"258","Koper",151,26.875,0,2,1.75,1.5,5,4.025,3.2,0,0,1028,1027.725,1027.5,47.2,44.125,39.3,1.8,-2.55,-4.4,11.6,10.3375,9.9,22,78.9,10,"jesen","petek"
"1314","Ljubljana",46,5.75,0,1.1,0.6125,0.4,2.2,1.4625,1,0,0,978.7,977.7625,977.3,85,82.4125,80.6,-6.1,-7.0875,-8,-0.1,-0.425,-0.8,49.2,56.4,2,"zima","sreda"
"2007","Ljubljana",160,26.625,0,2.7,0.9875,0.4,5.3,2.55,1.6,0,0,980.8,979.5875,978.4,65.5,62.5875,57.5,-3.9,-4.45,-4.9,5.8,4.525,3.9,11.3,89.5,4,"spomlad","sobota"
"1342","Ljubljana",88,16.375,0,1.2,0.6875,0.2,2.2,1.6875,1.2,0.1875,1.2,971.2,970.5375,970.3,95.2,94.3625,93.4,-4.6,-5.1625,-5.6,1.8,1.2125,0.9,17.5,83.2,4,"spomlad","sreda"
"1029","Koper",465,101.375,0,2.6,1.825,0.8,3.9,3.05,1.6,0,0,1014.8,1014.1,1013.7,74,67.8875,63.9,6.7,4.925,3.9,17.7,14.3875,12.5,15.2,128.2,5,"spomlad","nedelja"
"26","Koper",16.2,2.025,0,2.4,1.6375,0.9,3.9,2.8125,1.9,0,0,1024,1023.2125,1022.7,93.2,92.35,91.8,-3.5,-4.25,-5.1,2.8,1.8,1.4,25.9,63.95,1,"zima","torek"
"2097","Ljubljana",461,113.125,0,1.5,0.6625,0.1,2.9,2.125,1.1,0,0,983.6,983.2375,982.9,90.2,82.2625,71.5,20.9,18.15,16.5,25.5,22.1625,20.2,33.6,138.45,7,"poletje","ponedeljek"
"1094","Koper",459,98.5,0,2.2,1.575,0.9,3.9,2.925,2.2,0,0,1012.3,1011.6875,1011.3,77.9,67.4875,49.4,16.1,15.5375,15,28.8,25.2875,23.4,27.8,140.2,7,"poletje","torek"
"897","Koper",428,88.125,0,2.3,1.5125,0.9,3.5,2.7625,2.3,0,0,1015.4,1014.6125,1014.2,77.6,68.7875,56.2,14,11.7,10.9,27.6,23.6,21.5,26.1,131.15,8,"poletje","torek"
"1683","Ljubljana",411,84,0,1.4,0.8375,0.4,3.9,2.35,1.6,0,0,985.6,984.6,983.8,69,61.0875,43.6,-3.2,-4.6,-5.5,8.1,4.2375,2.3,10.8,72.65,4,"spomlad","sreda"
"1467","Ljubljana",398,83.5,0,1,0.6,0.4,2.1,1.425,1,0,0,985,984.75,984.5,86.1,79.5,66.9,13.7,10.7875,9.1,17.9,14.8125,13.1,24.8,127.55,8,"poletje","sobota"
"1632","Ljubljana",24,3.125,0,0.8,0.6625,0.5,2.1,1.65,1.2,0,0,987.3,985.6875,984.5,97.3,95.8625,93.9,-5,-5.775,-6.5,4.3,3.45,2.9,23.9,55.6,2,"zima","nedelja"
"1775","Ljubljana",176,33,0,0.8,0.3,0,2.4,1.325,0.2,0,0,977.6,977.5,977.3,98.6,96.15,92.3,13.3,11.325,10.5,19.5,18.525,17.9,13.4,92.7,8,"poletje","petek"
"2335","Ljubljana",431,99.325,0,1.2,0.775,0.5,2.3,1.725,1.2,0,0,990,989.2875,988.9,86.8,78.9125,64.9,11.4,9.6,8.4,18.4,15.525,13.6,16.2,109.65,8,"poletje","ponedeljek"
"2370","Ljubljana",274,49,0,0.9,0.275,0.1,1.8,1.0875,0.6,0,0,984.5,984.05,983.6,92.9,90.8125,88.3,15.8,13.5875,12.9,18.5,17.0875,16.1,35.4,129.1,9,"poletje","torek"
"583","Koper",40,6.5,0,2.2,1.25,0.7,5.9,3.3875,2,0.7875,6.3,1010.7,1009.55,1008.8,87.4,80.1375,74.3,7,6.5375,6.1,18.9,18.5125,17.9,8.4,82.7,9,"poletje","èetrtek"
"1173","Koper",183,29.875,0,2.8,2.05,1.6,4.1,3.1375,2.3,0,0,1028.7,1027.8875,1027.2,84.2,81.9375,75.7,11.5,10.5875,10,17.6,15.2875,14.4,20.2,126.15,9,"jesen","èetrtek"
"1168","Koper",262,41.875,0,2.5,1.85,1.4,3.9,3.0375,2.4,0,0,1025.9,1025.475,1025.2,78,73.9875,59.3,8.8,6.65,6.1,18.9,15.75,14.9,13.3,114.05,9,"jesen","sobota"
"565","Koper",193,49.5,0,2,1.6125,1.2,3.8,3.05,2.1,0,0,1014.4,1013.3125,1012.5,87.6,82.2625,71.5,7.6,6.275,5.7,19.4,17.5,15.6,3.5,104.25,8,"poletje","nedelja"
"1197","Koper",21,2.75,0,3.8,1.275,0.3,5.4,2.5125,1,0.475,3.6,1022.1,1020.9125,1020.3,93,91.0375,87,5.8,5.275,4.5,16.2,15.7375,15.3,28.1,60.35,10,"jesen","ponedeljek"
"1025","Koper",477,91.875,0,2,1.05,0.6,3.5,2.25,1.5,0,0,1016.3,1014.8125,1013.7,69.3,64.6375,60.8,3.2,2.4875,2.2,15.8,13.25,11.9,10.3,115.8,5,"spomlad","sreda"
"556","Koper",18,4.5,0,3.5,1.875,1.1,8.1,3.575,2.5,1.725,13.8,1007.8,1007.025,1006.1,89.3,80.725,75.9,11.1,10.475,9.2,25,23.3875,21.3,10.4,110.95,8,"poletje","èetrtek"
"385","Koper",18,2.25,0,6.8,4.2125,3,14.1,8.8,5.5,0.6,4.8,1004.6,1002.275,999.8,81.1,75.0375,68.7,-1.6,-1.8,-2.1,12.7,11.9125,11.4,11.1,86.55,2,"zima","nedelja"
"123","Koper",236.9,46.575,0,7.6,2.275,0.7,11.1,4.0125,1.5,0,0,1016.7,1015.525,1014.7,76.5,70.3875,51.6,2.4,1.2875,0.6,15.5,14.1,13.3,7.6,113.6,5,"spomlad","ponedeljek"
"1753","Ljubljana",53,13.125,0,2.3,1.7,1.1,4.3,3.1625,2.1,0.9,6.5,973.5,972.4125,971.9,96,94.575,92.8,5.6,5.3,5.1,14.6,14.075,13.7,4.6,55.25,7,"poletje","èetrtek"
"1446","Ljubljana",298,76.25,0,1.6,0.9375,0.3,3.3,2.1125,1,0,0,982.5,981.8,981.3,90.1,86.425,78,15.5,14.225,13.4,20.9,18.9,18.1,19.6,145.5,7,"poletje","èetrtek"
"2161","Ljubljana",16,2,0,0.8,0.525,0.3,3.2,2.075,1,0,0,989.5,987.2625,986.1,94.5,92.125,86.5,-4.1,-4.8875,-6.3,1.1,-0.3,-1.4,29,59.85,2,"zima","petek"
"1598","Ljubljana",1,0.125,0,1.1,0.725,0.1,3,2.15,1.4,0.1125,0.8,975.9,975.5875,975.4,96.7,95.7875,94.5,1,0.7,0.5,7.6,7.2375,6.9,23,40.05,1,"zima","sobota"
"885","Koper",439,92.75,0,2.4,1.625,0.7,3.9,2.8125,1.7,0,0,1013.1,1012.975,1012.8,61.4,54.5,38.9,19.7,16.9625,15.8,33.1,27.8625,25.8,32.6,149.9,7,"poletje","sreda"
"310","Koper",12,1.5,0,4.8,3.3125,1.5,9.7,7.6375,4.2,0,0,1020.6,1019.3375,1018.8,32.2,28.0625,25.8,-9.6,-10.4625,-10.9,6.1,5.15,3.7,12,64.85,11,"jesen","torek"
"1876","Ljubljana",8,1,0,1.2,0.925,0.6,2.6,1.8125,1.4,0,0,990.6,990.0375,989.8,98.8,98.1,96.6,-0.6,-0.9875,-1.5,4.1,3.6125,3.4,23.6,12.75,11,"jesen","petek"
"1907","Ljubljana",1.9,0.2375,0,1,0.7125,0.5,2.3,1.6375,1.1,0,0,993.9,992.4125,991.3,91.7,89.9375,88.2,1.2,-0.9875,-2.5,-0.1,-0.7125,-1.3,27.3,50.65,12,"zima","ponedeljek"
"2409","Ljubljana",53,7.375,0,1.4,0.95,0.7,2.9,2.15,1.6,0,0,983,981.9625,981.3,96.2,95.1875,94.6,-1.1,-1.4125,-1.8,5,4.0625,2.9,20,38.5,10,"jesen","sobota"
"1884","Ljubljana",5,0.625,0,1.5,0.875,0.5,2.8,2.1875,1.3,0.3375,2.7,982.8,982.45,982.2,96.2,95.2125,93.9,5,3.8625,3.1,5.6,5.35,5.1,35,5.85,11,"jesen","sobota"
"325","Koper",6,0.75,0,2.2,1.5125,0.9,3.6,2.875,1.9,0,0,1036.1,1035.675,1035.3,82.7,81.1,78.9,3.5,2.7125,0.8,5.3,4.45,3.8,19.9,45.8,12,"jesen","sreda"
"1453","Ljubljana",446,103,0,0.9,0.6375,0.4,2.5,1.5875,1.1,0,0,986.3,985.775,985.2,83.2,74.1125,61.2,14.1,11.9,11,22.5,18.8625,16.5,18.1,113.75,8,"poletje","èetrtek"
"688","Koper",2,0.25,0,4,2.8875,2.2,9.4,7.1125,5.2,0,0,1030.1,1029.275,1027.8,40.7,35.5375,30.1,-14.3,-14.75,-15.1,1,0.3375,0.1,14.4,64.65,12,"zima","torek"
"414","Koper",129,18.375,0,3.6,2.4125,1.6,10.4,7.25,4.7,0,0,1026.2,1025,1024.4,49.3,47.0875,41.6,-1.5,-2.5125,-3.6,12.2,11.9625,11.5,37.1,100.3,3,"zima","ponedeljek"
"262","Koper",29.6,5.775,0,3.5,2.4875,1.5,9.1,5.95,3.5,0.0125,0.1,1023.3,1022.5,1021.9,69.1,64.6,60.5,7,5.3625,4.1,16.1,15.525,15.2,39.6,84.15,10,"jesen","torek"
"1365","Ljubljana",439,96.75,0,2.3,1.025,0.3,4.9,2.525,1.3,0.025,0.2,977.7,977.2625,976.7,96.2,90.9,75.4,6.4,6.2125,5.9,18.3,15.3875,14.3,26.9,101.3,5,"spomlad","petek"
"1282","Ljubljana",1,0.125,0,2.1,1.525,0.9,4.1,3.1375,1.8,0,0,966.9,966.4625,966,86.9,86.325,85.9,-7.9,-8.0875,-8.3,-0.3,-0.5125,-0.7,24.4,25.2,1,"zima","petek"
"2224","Ljubljana",290,46.75,0,1,0.625,0.3,2.4,1.6875,0.8,0,0,980.2,979.775,979.3,93.1,89.5625,86.3,1.6,1.3125,1,9.4,8.1625,7.5,15.8,102.5,4,"spomlad","petek"
"1333","Ljubljana",41,7,0,3.6,3.0125,2.3,7,6.325,5.4,0.1375,1.1,979.6,977.6875,976.6,85.9,76.65,71.7,-6.9,-8.0875,-9,-1.7,-2.3875,-3.1,15.3,86.55,3,"spomlad","ponedeljek"
"2267","Ljubljana",301.9,73.2,0,2.5,1.0375,0.5,6.1,2.5875,1.6,0.025,0.2,974.7,974.3125,973.9,93.8,89.3375,78.1,6.5,6.0875,5.6,17.2,14.7125,13.9,11.9,73,5,"spomlad","ponedeljek"
"1220","Koper",34,4.25,0,2.1,1.8625,1.3,3.6,3.1125,2.7,0,0,1029.2,1028.0375,1027.1,75.9,72.075,66,5.4,3.8875,1.7,3.8,3.175,2.6,37.2,58.95,11,"jesen","sreda"
"1292","Ljubljana",6,0.75,0,1.1,0.725,0.3,2.4,1.625,1,0,0,977,976.225,975.8,80.3,78,76.8,-1.2,-3.425,-4.6,-0.7,-1.1,-1.6,80.2,34.9,1,"zima","ponedeljek"
"1363","Ljubljana",350,77.375,0,1.1,0.65,0.2,2,1.575,1.3,0,0,986.3,985.8625,985.6,90.9,85.425,76,10.1,8.8125,8.1,15.5,13.0125,11.8,57.4,114.45,5,"spomlad","sreda"
"1517","Ljubljana",86,12,0,0.6,0.3875,0.2,1.5,1.1375,0.9,0.025,0.2,988,986.7625,986.1,97,96.075,95.1,6.2,5.7875,5,12.5,12.15,11.7,52.2,61.8,10,"jesen","sreda"
"54","Koper",106,13.375,0,2.1,1.6375,1,5.1,3.75,2.3,0,0,1018.9,1018.5,1018.1,69.8,61.075,53.7,-3.4,-4.0375,-5.3,7.1,5.65,3.1,20.9,77.35,2,"zima","torek"
"2306","Ljubljana",484,119,0,1.2,0.7,0.3,2.3,1.85,1.1,0,0,985.8,985.7125,985.6,86,77.7125,64.6,11.9,11.575,11.4,20.7,17.875,16.1,19.9,133.15,7,"poletje","petek"
"1709","Ljubljana",74,15.875,0,3.5,2.2125,0.6,6.1,4.5125,2.1,1.2125,9.7,979.5,978.375,977.7,93.4,88.875,75,1.2,0.275,-0.3,11.2,9.3625,7.6,7.6,57.1,5,"spomlad","torek"
"1172","Koper",228,36.75,0,2.7,1.7625,0.6,4.5,3.125,1.3,0,0,1029,1028.375,1028.1,71.1,64.8125,55.5,8.6,6.5375,5.4,18.3,15.575,13.6,21,122.8,9,"jesen","sreda"
"1624","Ljubljana",36,4.5,0,0.7,0.3875,0.1,2,1.5125,0.7,0,0,981.4,980.7375,980.3,95.1,93.55,91.8,-4.1,-4.4625,-4.8,1.6,0.675,-0.1,28,74.75,2,"zima","sobota"
"1181","Koper",75,12.25,0,2.3,2.1375,1.8,4,3.4875,2.6,0,0,1015.2,1013.95,1012.9,75.5,72.9375,66.8,1.9,1.3625,1,10.8,8.9875,8.5,13,81.45,10,"jesen","petek"
"1133","Koper",201,50.875,0,1.6,1.35,1.1,3.3,2.275,1.7,0,0,1015.1,1014.7125,1014.3,87.1,83.4875,69.5,14.5,12.5125,11.6,23.7,21.3375,20.4,16.8,129.4,8,"poletje","sobota"
"2426","Ljubljana",7.9,0.9875,0,1.9,1.5,1,4,3.175,2,0.575,4.5,973.5,973.1375,972.9,92.5,90.1625,86.5,-2.9,-3.6125,-4,4.8,4.2625,3.5,8.5,41.45,11,"jesen","torek"
"1209","Koper",7,0.875,0,1.6,0.9,0.4,2.7,1.8625,1,0.225,1.8,1018.2,1015.7,1013.6,84.3,70.275,52.4,2.3,0.575,-0.4,13.1,12.7875,12.3,17.1,82.6,11,"jesen","sobota"
"1215","Koper",27,3.375,0,2.6,1.4875,0.8,4.3,3.0125,2.2,0,0,1013.3,1011.875,1010.5,89,87.2625,82.3,-1.5,-2.7125,-3.8,8.3,7.8,7.2,10.5,66.6,11,"jesen","petek"
"425","Koper",55,8.25,0,7,5.25,3.9,13.8,9.85,7.7,0.15,1,1008.2,1005.2625,1003.3,79.7,75.5375,72.6,2,1.5625,1.2,15.2,14.75,14.3,13.2,103.49,3,"spomlad","nedelja"
"2226","Ljubljana",199,46.875,0,3.1,1.975,0.9,6.8,5.15,2.9,0,0,977.3,976.525,975.9,65.7,62.725,59.2,4.2,3.725,3.1,16,14.1375,12.7,23.7,96.25,4,"spomlad","nedelja"
"947","Koper",67,8.375,0,3.1,2.3875,1.9,9.1,6.7375,4.9,0,0,1021.1,1018.675,1016.8,68.4,64.525,61.4,-3.2,-3.4875,-3.7,10.1,9.6,9.2,8.4,70.85,2,"zima","torek"
"1671","Ljubljana",234,41.5,0,1.4,0.9375,0.3,3.2,2.2,1.4,0,0,975.4,974.7,973.7,84.9,79.775,73.6,7.4,3.475,1.9,11.8,9.9,8.5,42.6,96.45,4,"spomlad","petek"
"478","Koper",489,109.75,0,2.5,1.9,1,3.9,3.075,1.6,0,0,1019.7,1019.375,1019.1,81.4,74.55,56.1,7.9,6.85,6.3,19.7,15.525,13.4,14.2,133.55,5,"spomlad","sreda"
"1948","Ljubljana",11,1.375,0,0.9,0.45,0.2,1.8,1.275,0.8,0,0.6,969.8,968.975,968.5,96.5,95.375,94.5,-6.5,-6.775,-7.6,-0.6,-0.75,-1.1,37.4,57.55,2,"zima","sreda"
"1257","Koper",3,0.375,0,3,2,1.1,4.6,3.425,2.5,0,0,1030.3,1029.675,1029.2,84.8,79.1,67.9,5.5,4.375,3.5,2.3,1.8125,1.3,28.4,64.65,12,"zima","petek"
"1961","Ljubljana",19,2.375,0,0.9,0.5,0.3,1.7,1.275,0.8,0,0,994.8,992.5375,991.1,98.8,95.7625,91.9,-4.9,-6.2875,-6.6,0.1,-1.6625,-2.7,61.6,76.9,2,"zima","torek"
"797","Koper",412,82.5,0,2.4,1.725,0.7,4.1,3.15,1.6,0,0,1021,1020.6125,1020.3,73.2,63.2,52.8,1.4,-0.875,-2.3,12.5,7.875,6.3,15.6,118.35,4,"spomlad","ponedeljek"
"375","Koper",0,0,0,2.1,1.4125,0.9,4.4,3.0125,1.8,0.3125,3.2,1012,1010.1375,1009.1,88.2,84.8375,79,-3,-4.85,-7.6,9.1,6.0125,4.5,21.9,91.2,1,"zima","èetrtek"
"770","Koper",195,30.875,0,2.5,1.7375,1,4.1,3.075,2,0,0,1013.9,1013.4875,1013.1,69.1,65,57.1,-1.1,-2,-3.2,9.7,7.325,6.2,52.5,104.35,3,"spomlad","torek"
"250","Koper",242.8,39.425,0,2.1,1.6,0.7,4.2,2.85,1.6,0,0,1014.7,1014.075,1013.6,78.1,69.5125,59.1,8.2,7.8125,7.3,21.5,19.8,18.9,19.6,110.05,9,"jesen","èetrtek"
"717","Koper",0,0,0,6.2,3.5625,1.7,12.4,7.125,3,1.225,9.8,986.7,979.8375,973.5,91,83.275,75.9,-3,-4.0375,-4.9,10.4,8.6,7.2,6.2,78.55,1,"zima","petek"
"1631","Ljubljana",3,0.375,0,3,1.375,0.3,5.7,2.8625,1.1,1.1625,9.3,978.8,977.2125,976.7,96.1,94.2375,92.4,-0.6,-1.3875,-2.5,6.4,5.7875,5,20.8,47.55,2,"zima","sobota"
"1962","Ljubljana",22,2.75,0,3.2,2.4125,1,7.2,5.3625,2.6,0,0,1003.3,1002.0125,1001.2,63.8,59.3625,55.6,-3.6,-5.025,-6.5,2.4,1.5375,0.9,29,79.05,2,"zima","sreda"
"1909","Ljubljana",4,0.5,0,3.6,2.5125,1.8,8.2,5.7625,3.3,0,0,989.9,989.375,988.9,75.3,73.6625,71.1,9.1,8.275,6.5,7.5,6.45,6,15.4,48.05,12,"zima","sreda"
"1927","Ljubljana",9,1.125,0,2.9,1.3625,0.8,6,3.2625,2.1,0,0,990.7,990.3,989.9,93,91.175,89.6,-4.3,-6.4625,-7.5,1.2,0.4,-0.5,28.5,48.9,1,"zima","ponedeljek"
"2474","Ljubljana",3,0.375,0,0.9,0.6125,0.3,2.6,1.75,1.1,0,0,992.5,991.875,991.5,97.3,96.6,95.4,6.6,5.875,4.9,-2.9,-3.15,-3.5,90.2,13.95,12,"zima","ponedeljek"
"1740","Ljubljana",336,86.625,0,0.9,0.7,0.5,2.4,2.025,1.5,0,0,980.7,980.425,980.3,84.3,79.275,69.6,7.5,5.5125,4.9,17.6,15.85,15.1,23,102.15,6,"spomlad","torek"
"1675","Ljubljana",371,66.75,0,1.1,0.525,0.2,2.5,1.8,1.3,0,1.2,983.9,983.3625,982.9,93.3,87.8375,76.4,8.4,6.0625,5.1,11.9,8.975,7.7,28.4,111.4,4,"spomlad","torek"
"1146","Koper",335,62.25,0,2.4,1.5625,1,4.1,3.0625,2.2,0,0,1019.2,1018.875,1018.5,66.3,56.7875,46.1,14.1,12.7875,12.1,26.3,23.5375,20.4,17.7,139.05,9,"poletje","petek"
